Course_number_group,Term,Course_number,subject,score,course_units,Teacher
2531689_01,4031,2531689,مهندسي و علم مواد,10.75,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,11,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي كامپيوتر,11.25,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,19.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,9.9,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي مكانيك,11.25,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,20,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,9.9,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,12.25,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,10,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,9.9,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,16.25,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,13.25,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,20,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,آمار,----,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,9.9,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,15,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,9.9,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,12.75,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,11,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,10.75,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,9.9,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,12.75,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,10,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,9.9,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,10,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,19.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,آمار,----,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,11.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,10.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,17.75,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,----,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,10.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,10.25,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,18,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,18.25,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,12,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,16.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,13.25,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,19,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,9.9,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,17.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,----,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,11.75,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,19,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي كامپيوتر,12.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,13.25,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,16,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,12.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,10,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,20,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,9.9,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,19.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,17.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي صنايع,----,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,18.25,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي مواد و متالورژي,----,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,13.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,19.5,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,مهندسي و علم مواد,12.25,4            ,اكرمي سنزيق سيدابراهيم
2531689_01,4031,2531689,آمار,----,4            ,اكرمي سنزيق سيدابراهيم
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,11.5,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,----,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,10,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,11.5,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,10,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,14.5,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,19.75,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,14,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,20,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,----,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,11.75,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,11,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,10,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,----,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,18,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,10,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,----,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,20,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,12,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,----,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,----,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,13.5,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,16.5,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,17.5,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,13.25,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,14.5,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,12,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,11.75,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,10,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,10,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,9.9,4            ,محجوب راضيه
2531689_02,4031,2531689,مهندسي عمران,13.5,4            ,محجوب راضيه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,----,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,13,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,17,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,12,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,11,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,----,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,11,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,12,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,12,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,11,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,16,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,----,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,15,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,12,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,12.5,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,13,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,13,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,12.5,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,----,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,----,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,14,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,13,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,14,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,9.9,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي ايمني و بازرسي فني,10,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,----,4            ,سروري الهه
2531689_03,4031,2531689,مهندسي شيمي,10,4            ,سروري الهه
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,13.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,11,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,15.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,12,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي شيمي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,10.25,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,10,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت,10.25,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,17,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,14,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,11,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,10.75,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,12,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,11,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي عمران,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,11,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,14.25,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,13.75,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,10,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,19.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي شيمي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,10,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,16.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,19,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي شيمي,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي شيمي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,12.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,12.75,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي شيمي,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,10,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,----,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي شيمي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,16.25,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي شيمي,10,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,11,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي شيمي,10,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي شيمي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي شيمي,11,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,15,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,10,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,11.75,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,14,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,12.75,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي كامپيوتر,18,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,11,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,9.5,4            ,سبحاني اميرحسين
2531689_04,4031,2531689,مهندسي نفت و زمين انرژي,10,4            ,سبحاني اميرحسين
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,15.4,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,13.2,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,----,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,12.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,----,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,----,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,11.2,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,12.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,11.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,16.3,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,----,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,11,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,10.4,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,12.2,4            ,معدنشكاف علي
2531689_05,4031,2531689,آموزش رياضي,10,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,----,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,13,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,18.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_05,4031,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
